ceref,name_en,website,email,telephone,address,fetched_at_utc,fetch_status
BQB745,Regal Partners (Hong Kong) Limited,https://www.regalfm.com,shilin.neo@regalfundsasia.com,,"Room 36, Level 20, One IFC Hong Kong, No.1 Harbour View Street, Central, Hong Kong",2026-06-16T04:21:40.817455+00:00,ok
BQC238,Huafu International Asset Management Limited,www.hfisec.com.hk,kelvinyung@hfisec.com.hk,,"Unit 2603-06, 26/F, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T03:33:57.025781+00:00,ok
BQC462,Logic Global Assets Management Limited,,bernardchu@logicglobal-am.com,,"Room 1303, 13/F, 90 Connaught Road Central, Sheung Wan, Hong Kong",2026-06-16T03:51:24.260698+00:00,ok
BQC933,JQ Investments (HK) Limited,,contact@jqi-intl.com,,"RM501-505, 5/F, One International Finance Centre, No. 1 Harbour View Street, Central, Hong Kong",2026-06-16T02:08:46.677043+00:00,ok
BQC942,Triata Capital Limited,,ir@triatacapital.com,,"Suite 504A, ICBC Tower, Three Garden Road,, Central, Hong Kong",2026-06-16T04:42:04.941760+00:00,ok
BQC985,Albamen Capital Partners (Hong Kong) Limited,albamencapital.com,conrad.yan@albamencapital.com,,"4/F, EC Healthcare Tower (Central), 19-20 Connaught Road, Central, Hong Kong",2026-06-16T02:37:29.760964+00:00,ok
BQD043,C. Xin Asset Management Limited,www.cxam.com.hk,benchan@lexin.com,,"Unit 1617, Level 16, Nexxus Building, 41 Connaught Road, Central, Hong Kong",2026-06-16T03:00:19.733388+00:00,ok
BQD524,Sky Seal Global Limited,,info@skysealglobal.co,,"Suite B67 Room A 29/F United Centre, 95 Queensway, Admiralty, Hong Kong",2026-06-16T04:33:30.936380+00:00,ok
BQE227,Elstone Asset Management Limited,www.elstone.com.hk,compliance@elstone.com.hk,,"Room 1601A, 16/F, West Tower, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan, Hong Kong, Hong Kong",2026-06-16T03:11:43.789641+00:00,ok
BQE327,Chinagri Cheung Kong Company Limited,www.chinagri.hk,287668350@qq.com,,"Room E02, 3rd Floor, Tuspark, No.118 Wai Yip Street, Kwun Tong, Hong Kong",2026-06-16T03:00:21.857997+00:00,ok
BQE366,Hover4pi Capital Management Limited,,aprilqingnanli@gmail.com,,"13B SHUN HO TOWER, 24-30 ICE HOUSE ST, Hong Kong",2026-06-16T03:33:59.129085+00:00,ok
BQE541,Maxa Asset Management Limited,www.maxafg.com,info@maxafg.com,,"Unit 2602, 26/F, Golden Centre, 188 Des Voeux Road, Sheung Wan, Hong Kong",2026-06-16T03:58:48.378118+00:00,ok
BQE542,StashAway Hong Kong Limited,https://www.stashaway.hk/,stephanie.leung@stashaway.com,,"13102, 13/F, YF Life Tower, 33 Lockhart Road, Wan Chai, Hong Kong, Hong Kong",2026-06-16T04:33:33.130375+00:00,ok
BQE556,"Cavalry Management Asia, Limited",,,,,2026-06-16T03:00:23.982701+00:00,ok
BQE621,Universal Unite Wealth Management Limited,,alan.yu@uuwml.com,,"Room 801B, 8/F, Empire Centre, 68 Mody Centre, Tsimshatsui, Kowloon, Hong Kong",2026-06-16T04:44:52.568946+00:00,ok
BQF067,Draco Investment Management Limited,,gina.wong@asiaalliedgroup.com,,"27/F, Tower A, 83 King Lam Street, Cheung Sha Wan, Kowloon, Hong Kong",2026-06-16T03:06:06.043561+00:00,ok
BQF108,Joy Rich Asset Management Company Limited,www.jrasset.hk,rolandlau@jrsec.hk,,"Unit 16 22/F Seapower Tower Concordia Plaza, 1 Science Museum Road, Kowloon, Hong Kong",2026-06-16T03:42:39.395080+00:00,ok
BQF625,Wave Rider Capital Asset Management Limited,,,,,2026-06-16T04:52:09.658171+00:00,ok
BQF712,AA Investment Management Limited,,ZAOne@za.group,,"Unit 1404, Level 14  IT Street, Cyberport 3, 100 Cyberport Road, Hong Kong",2026-06-16T02:37:31.844176+00:00,ok
BQF764,Augment Wealth Advisors Limited,www.augmentwealth.com,contact@augmentwealth.com,,"Suite 501, 5/F Champion Tower, 3 Garden Road, Central, Hong Kong",2026-06-16T02:37:33.957420+00:00,ok
BQF880,Stoneylake Asset Management (Hong Kong) Limited,,jack.zhang@stonylakeasset.com,,"Suite 2901-02, 29/F, Two Exchange Square, 8 Connaught Place, Central, Hong Kong",2026-06-16T04:33:35.351723+00:00,ok
BQG355,RaffAello Investment Management (HK) Limited,,info@raffaelloinvestment.com.hk,,"1/F,, E168, No.166-168 Des Voeux Road Central,, Sheung Wan, Hong Kong",2026-06-16T04:21:42.990964+00:00,ok
BQG402,KR Securities (Hong Kong) Limited,,m313496928@gmail.com,,"Rooms No. 706-710,7/F, Sun Hung Kai Centre, Wan Chai, Hong Kong",2026-06-16T03:47:05.545324+00:00,ok
BQG806,Pandtong Quantitative Research Limited,www.pandtong.com,Robert.zhang@ptqrgroup.com,,"Unit 2101-02, 21/F, 102 Austin Road, Tsim Sha Tsui, Hong Kong",2026-06-16T04:14:59.540310+00:00,ok
BQH043,New Thinking (HONG KONG) Investment Management Co. Limited,,ptf@newthinkinvest.cn,,"Unit 2932, Level 29, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T04:03:19.433693+00:00,ok
BQH886,Grit Capital Limited,www.grit.com.hk,carol.kee@grit.com.hk,,"Unit 2, 27/F., West Tower, Cheung Kong Center II, 10 Harcourt Road, Central, Hong Kong",2026-06-16T03:25:02.231662+00:00,ok
BQH901,LINGJUN CAPITAL (HONG KONG) LIMITED,www.lingjuninvest.com,nancyhe@lingjuninvest.com,,"Unit 1802, 18/F, Standard Chartered Bank Building, 4-4A Des Voeux Rd Central, Hong Kong, Hong Kong",2026-06-16T03:51:26.243427+00:00,ok
BQI233,ROC Capital Management Limited,,james.xu@rocadvisors.com,,"Unit 3839, 38/F, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T04:21:45.372333+00:00,ok
BQI531,E15 Fund Advisors (HK) Limited,www.e15vc.com,contact@e15vc.com,,"Room 601, 6th floor, Baskerville House, 13 Duddell Street, Central, Hong Kong",2026-06-16T03:11:45.908177+00:00,ok
BQI605,Maison Asset Management Limited,,finance@maisoncapital.com,,"Room 29, 5/F, United Centre, 95 Queensway, Admiralty, Hong Kong",2026-06-16T03:58:50.561083+00:00,ok
BQJ666,AB Capital Investment Limited,www.abcinvestment.co,renee.yan@abcinvestment.co,,"Unit 1303 13/F Capital Centre, Gloucester Road, Wan Chai, Hong Kong",2026-06-16T02:37:36.187072+00:00,ok
BQJ891,LC Management (International) Limited,,info@legendcapitalco.com,,"Office 6113, The Center, 99 Queen's Road Central, Central, Hong Kong",2026-06-16T03:51:28.933138+00:00,ok
BQK277,Shanghai Securities (Hong Kong) Limited,,Compliance@shzq.com.hk,,"Room 1155, 12/F.,, 133 Wai Yip Street, Kwun Tong, Kowloon, Hong Kong",2026-06-16T04:33:37.728975+00:00,ok
BQK362,Aspoon Capital Limited,,operations@aspooncapital.com,,"Room 919, Suite 901 & 1102, Lee Garden One, 33 Hysan Avenue, Causeway Bay, Hong Kong",2026-06-16T02:37:38.355273+00:00,ok
BQK488,Greenlane Capital Limited,,cathy.li@greenlanecap.com,,"Room 1205, Sun House, 181 Des Voeux Road, Central, Hong Kong",2026-06-16T03:25:04.353064+00:00,ok
BQK571,KVB Kunlun Asset Management (HK) Limited,,,,,2026-06-16T03:47:07.528661+00:00,ok
BQL065,Jone Portman Limited,,cs@joneportman.com,,"1206, 12/F, Inter-Continental Plaza, 94 Granville Road, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T03:42:41.366314+00:00,ok
BQL519,Sun Hung Kai Capital Partners Limited,,Flora.Lo@shkco.com,,"Unit 10, 40/F Lee Garden One, 33 Hysan Avenue, Causeway Bay, Hong Kong",2026-06-16T04:33:39.937538+00:00,ok
BQL626,Harbour Gold Asset Management Limited,,tommy829@gmail.com,,"Suite B39, Room 4801, 48/F, Hopewell Centre, No. 183 Queen's Road East, Wanchai, Hong Kong",2026-06-16T03:34:01.243793+00:00,ok
BQL814,Basis Asset Management Limited,,samlau@basisamhk.com,,"Suite 1901-02, 19/F, Chinachem Leighton Plaza, 29 Leighton Road, Causeway Bay, Hong Kong",2026-06-16T02:46:14.582841+00:00,ok
BQM048,Tashi Capital Management Limited,,achang.tashi@opim.com.hk,,"Lock 15330, 15/F, Blcok B, Veristrong Industrial Center, 34-36 Au Pui Wan Street, Fo Tan, New Territories, Hong Kong",2026-06-16T04:42:07.085860+00:00,ok
BQM391,Global Voyager Fund (HK) Company Limited,,,,,2026-06-16T03:25:06.472936+00:00,ok
BQM922,Admiralty Asset Management Limited,www.admiralty-am.com,operations@admiralty-am.com,,"Office 4, 12/F Dominion Centre, 43-59 Queen's Road East, Wan Chai, Hong Kong",2026-06-16T02:37:40.606009+00:00,ok
BQN240,RiverCircle Investments Limited,,hello@rivercircleinv.com,,"8/F The Plaza, 21 D'Aguilar Street, Central, Hong Kong",2026-06-16T04:21:47.556759+00:00,ok
BQN847,Yan Yun Family Office (HK) Limited,,ro@yyfo.hk,,"Room C, Suite 1130, 11/F., Ocean Centre, Harbour City, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T04:56:08.122836+00:00,ok
BQN953,BC Asia Asset Management Limited,,,,,2026-06-16T02:46:16.588400+00:00,ok
BQO484,Kikaku Management Limited,www.kikakumgmt.com,syan@kikakumgmt.com,,"Unit 4831, 48/F, The Center, 99 Queens Road Central, Central, Hong Kong",2026-06-16T03:47:09.715440+00:00,ok
BQO605,EMR Capital Advisors Limited,www.emrcapital.com,legal@emrcapital.com,,"10/F Champion Tower, 3 Garden Road, Central, Hong Kong",2026-06-16T03:11:48.003107+00:00,ok
BQO920,GCO Asset Management Limited,,,,,2026-06-16T03:25:08.563694+00:00,ok
BQP051,Immensus Capital Investment Management (HK) Limited,,ryao@immensuscapital.com,,"Room 2002, 20/F, Wilson House, 19-27 Wyndham Street, Central, Hong Kong",2026-06-16T03:39:43.635457+00:00,ok
BQP367,StillBrook Capital Limited,,Compliance@stillbrookcapital.com,,"17th Floor, On Building, 162 Queen's Road, Central, Hong Kong",2026-06-16T04:33:42.379689+00:00,ok
BQP453,Lux Aeterna Capital Limited,,abigail.liu@la-capital.com,,"Unit 1205, 12/F, Tower 1,, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",2026-06-16T03:51:30.919846+00:00,ok
BQP590,SF REIT Asset Management Limited,www.sf-reit.com,alanlam@sf-express.com,,"Room 2002 20/F Lee Garden Six, 111 Leighton Road, Causeway Bay, Hong Kong",2026-06-16T04:33:44.556642+00:00,ok
BQP817,Heirloom Capital Limited,,info@heirloom-capital.com,,"Room 113, Units 1101-1102, 11/F, Chuang's Enterprises Building, No. 382 Lockhart Road, Wan Chai, Hong Kong, Hong Kong",2026-06-16T03:34:03.341856+00:00,ok
BQP833,Capital Management Limited,,vivianmiao@capitalmgmt.com.hk,,"Unit 4901-4902 49/F The Center, 99 Queen's Road Central, Central, Hong Kong",2026-06-16T03:00:26.142640+00:00,ok
BQP846,Flow Capital Partners Limited,,Ops@flowcp.com,,"Unit 3702, 37/F, West Tower, Cheung Kong Center II, 10 Harcourt Road,, Central, Hong Kong, Hong Kong",2026-06-16T03:17:27.720155+00:00,ok
BQP878,WinSmart Investment Management Limited,,jessica.luk@hicgglobal.com,,"Units 1706-07, Level 17, K11 ATELIER, Victoria Dockside, 18 Salisbury Road, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T04:52:11.585666+00:00,ok
BQQ761,Plouton Asset Management Limited,www.ploutonam.com,geoffreylo@selectinvestment.com.hk,,"1713B-14, 17/F Hong Kong Plaza, 188 Connaught Road West, Western District, Hong Kong",2026-06-16T04:15:01.524979+00:00,ok
BQQ844,Nine Unicorn Capital Limited,,zhangyuwei01@chinaoct.com,,"Room 111, Units 1101-1102, 11/F, Chuang's Enterprises Building, No. 382 Lockhart Road, Wan Chai, Hong Kong",2026-06-16T04:03:21.589159+00:00,ok
BQQ992,Novel Wealth Management Limited,www.novelwealth.com.hk,info@novelwealth.com.hk,,"19th Floor, On Building, 162 Queen's Road Central, Hong Kong, Hong Kong",2026-06-16T04:03:23.725164+00:00,ok
BQR004,Honghu Best Global Family Office Limited,,enquiry@hhbsgfo.com,,"Room 313, 3/F, 200 Hennessy Road, Wan Chai, Hong Kong",2026-06-16T03:34:05.542863+00:00,ok
BQR225,ENDOWUS HK LIMITED,www.endowus.hk,support.hk@endowus.com,,"8/F, Chinachem Tower, 34-37 Connaught Road Central, Central, Hong Kong",2026-06-16T03:11:50.098244+00:00,ok
BQS108,Roofer Asset Management Limited,www.rooferam.com,cs@rooferam.com,,"Unit 25B01, 25/F, Far East Finance Center, 16 Harcourt Road, Admiralty, Hong Kong",2026-06-16T04:21:49.719993+00:00,ok
BQS307,Y2 Capital Partners Limited,www.y2cap.com,lei.fu@y2cap.com,,"Unit 4320-21, 43/F, Champion Tower, Three Garden Road, Central, Hong Kong",2026-06-16T04:56:10.094972+00:00,ok
BQS702,C-Lab Investments Limited,,,,,2026-06-16T03:00:28.256810+00:00,ok
BQS704,Franchise Capital Management Limited,,shwang@franchise-cap.com,,"Room 42, Unit 405-414, Level 4, Core E, Smart-Space Fintech, Cyberport 3, 100 Cyberport Road, Cyberport, Hong Kong",2026-06-16T03:17:29.827687+00:00,ok
BQS721,Zhonghui International Securities Limited,www.zhonghuisec.com,admin@zhonghuisec.com.hk,,"Rm 1701C, 17/F, Tower 1, China Hong Kong City, 33 Canton Road, Tsim Sha Tsui, Hong Kong",2026-06-16T04:58:00.867904+00:00,ok
BQS736,Xynergy Capital Limited,,,,,2026-06-16T04:53:46.950069+00:00,ok
BQS751,Inflexion Macro Capital Management Limited,www.inflexionmacro.com,info@inflexionmacro.com,,"Room 1129, 11/F, Lee Garden One, 33 Hysan Avenue, Causeway Bay, Hong Kong",2026-06-16T03:39:45.662444+00:00,ok
BQS769,Qogir (Hong Kong) Limited,www.qogirhk.com,info@qogirhk.com,,"27/F, No. 9 Des Voeux Road West, Sheung Wan, Hong Kong",2026-06-16T04:17:31.923991+00:00,ok
BQT061,Lumen Innovation Asset Management Limited,,ming.poon@lumencapital.net,,"Room 2609-10, 26/F, China Resources Building, 26 Harbour Road, Wan Chai, Hong Kong",2026-06-16T02:10:11.396550+00:00,ok
BQT164,Minerva Asset Management Limited,,Danny.tse@athenabest.com,,"27/F Berkshire House, 25 Westlands Road, Island East, Hong Kong",2026-06-16T03:58:52.954259+00:00,ok
BQT430,CC Venture Capital Limited,,cchan@kingdomcf.com,,"Unit 27, 9/F, Remex Center, 42 wong Chuk Hang Road,, Wong Chuk Hang, Hong Kong",2026-06-16T03:00:30.415163+00:00,ok
BQT820,CII Advisory Limited ,,sthapa@ciih.com,,"Unit 1506, 15/F, 308 Central Des Voeux, Des Voeux Road, Central, Sheung Wan, Hong Kong",2026-06-16T03:00:32.549206+00:00,ok
BQU610,CRRC Hongkong Asset Management Company Limited,,enquiry@crrchkam.com,,"4701, Office Tower, Convention Plaza, 1 Harbour Road, Wanchai, Hong Kong",2026-06-16T03:00:34.677591+00:00,ok
BQV434,GCCVest Partners Limited,www.gccvest.com,info@gccvest.com,,"Unit 1110, Two Chinachem Central, 26 Des Voeux Road Central, Central, Hong Kong",2026-06-16T03:25:10.896092+00:00,ok
BQV674,"Ginkgo Capital Co., Limited",,enquiry@ginkgo-cap.com,,"Rm 2901, 29/F, Chinachem Century Tower, 178 Gloucester Road, Wan Chai, Hong Kong",2026-06-16T03:25:13.217857+00:00,ok
BQW089,JA Securities Limited,www.jasecurities.com.hk,Jasecurities@outlook.com,,"Unit No. 2105, 21/F.,, West Tower Shun Tak Centre, 168-200 Connaught Road Central,, Sheung Wan, Hong Kong",2026-06-16T03:42:43.342356+00:00,ok
BQW134,Robern Associates Limited,,joe@robernpartners.com,,"Room 115, 3/F,, Eton Tower, 8 Hysan Avenue,, Causeway Bay, Hong Kong",2026-06-16T04:21:51.659949+00:00,ok
BQW245,ORIX Asia Asset Management Limited,,compliance@oaam.com.hk,,"Room 3206-3208, Two Exchange Square, 8 Connaught Place, Central, Hong Kong",2026-06-16T04:06:58.528024+00:00,ok
BQW281,Pacific Aegis Capital Management (IM) Limited,www.pacm.com,info@pacm.com,,"Suite 4005-4006, One Exchange Square, 8 Connaught Place,, Central, Hong Kong",2026-06-16T04:15:03.474349+00:00,ok
BQW394,Artisan Partners Hong Kong Limited,https://www.artisanpartners.com/,stephen.to@artisanpartners.com,,"Suite 3311, Two International Finance Centre, 8 Finance Street, Hong Kong",2026-06-16T02:37:42.785707+00:00,ok
BQX053,Toroa Management (HK) Limited,,silas@toroamanagement.com,,"Unit 803 8/F LHT Tower, 31 Queen's Road Central, Central, Hong Kong",2026-06-16T04:42:09.234832+00:00,ok
BQX897,Charlton House WM Limited,https://charltonhousewealthmanagement.hk,tat.wong@charltonhousewm.com,,"11/F, Admiralty Centre Tower 2, 18 Harcourt Road, Admiralty, Hong Kong",2026-06-16T03:00:37.148760+00:00,ok
BQY923,"Hong Kong Evolution Asset Management Co., Limited",,general@evolutionasset.com,,,2026-06-16T03:34:07.647562+00:00,ok
BQZ842,Nan Fung Trinity (HK) Limited,www.nftrinity.com,info@nftrinity.com,,"2401-2408, 24th Floor, Nan Fung Tower, 88 Connaught Road C, Central, Hong Kong",2026-06-16T04:03:25.879459+00:00,ok
BQZ916,Pearl International Securities Limited,http://pchl-inc.com/,operation@pisl-hk.com,,"FLAT E-F, 10/F, NEICH TOWER, 128 GLOUCESTER ROAD, WANCHAI, Hong Kong",2026-06-16T04:15:05.451649+00:00,ok
BQZ941,Hopewings Asset Management Hong Kong Limited,,cs@hopewings.net,,"Room 12, Smart-Space 3C_L9, Units 901-903, Level 9, Core C, Cyberport 3, 100 Cyberport Road, Hong Kong, Hong Kong",2026-06-16T03:34:09.788399+00:00,ok
BRA045,Hansui Capital Company Limited,www.hansuicapital.com.hk,info@hansuicapital.com.hk,,"6/F, Henley Building, 5 Queens Road Central, Central, Hong Kong",2026-06-16T03:34:12.298707+00:00,ok
BRA148,Tiantu Asset Management Company Limited,,dizhe@tiantu.com.cn,,"Room 707, 8 Queen's Road East, Wan Chai, Hong Kong",2026-06-16T04:42:11.426745+00:00,ok
BRA295,Jetha Global Limited,,,,,2026-06-16T03:42:45.343982+00:00,ok
BRA525,Techno Horizon Limited,,,,,2026-06-16T04:42:13.586918+00:00,ok
BRA944,Twin Peaks Capital Limited,,jackallai@twinpeaks-capital.com,,"Suite 2201, South Island Place, 8 Wong Chuk Hang Road, Southern District, Hong Kong",2026-06-16T04:42:15.886375+00:00,ok
BRB143,Mingshi Investment Management Limited,http://en.mingshiim.com/,ir@mingshiim.com,,"602 Dina House, Ruttonjee Centre, 3-11 Duddell Street, Central, Hong Kong",2026-06-16T03:58:55.121064+00:00,ok
BRB150,DL Digital Family Office (HK) Limited,,viviennecao@dl-holdings.com,,"29/F, Vertical Square, 28 Heung Yip Road, Wong Chuk Hang, Hong Kong",2026-06-16T03:06:08.132377+00:00,ok
BRB690,Tianqin International Asset Management Limited,www.tianqinintl.com.hk,info@tianqinintl.com.hk,,"Unit 3517, 35/F West Tower, Shun Tak Centre ,No.168-200 Connaught Road Central, Hong Kong, Hong Kong",2026-06-16T04:42:18.012940+00:00,ok
BRB793,Bright Valley Capital Limited,,admin@brightvalleycap.com,,"Unit 1129, 11/F, Admiralty Centre Tower 2, 18 Harcourt Road, Admiralty, Hong Kong, Hong Kong",2026-06-16T02:46:18.560218+00:00,ok
BRD434,Guangdong Capital Securities Limited,www.gdcs.hk,info@gdcs.hk,,"Unit 04 on 19th Floor, Saxon Tower, No. 7 Cheung Shun Street, Lai Chi Kok, Kowloon, Hong Kong",2026-06-16T03:25:15.351501+00:00,ok
BRD453,BPC Asset Management Limited,www.bpcamc.com,adam@bpcfund.com,,"Flat 2213, 22/F, The Center,, 99 Queens' Road Central,, Hong Kong",2026-06-16T02:46:20.551432+00:00,ok
BRD549,Evol Capital Limited,,timlee@evolcapital.com.hk,,"Room 171, 8/F, Unit 802-803, Eton Tower,8 Hysan Avenue, Causeway Bay, Hong Kong",2026-06-16T03:11:52.210591+00:00,ok
BRD609,Tianyan Capital Limited,www.tianyancapital.com,carol.hu@tianyancapital.com,,"Room 4423-25,44/F, Champion Tower, 3 Garden Road, Central, Hong Kong",2026-06-16T04:42:20.156761+00:00,ok
BRD720,Candescent Capital Limited,http://candescent-capital.com,contact@candescent-capital.com,,"Unit 1206, 12/F, Saxon Tower, No. 7 Cheung Shun Street, Lai Chi Kok, Kowloon, Hong Kong",2026-06-16T03:00:39.465314+00:00,ok
BRE352,Manford Financial Limited,www.manfordfin.com,cs@manfordfin.com,,"Unit 3403, 34/F,, 118 Connaught Road West,, Hong Kong, Hong Kong",2026-06-16T03:58:57.297593+00:00,ok
BRE865,Zircon Securities (HK) Limited,https://www.zr.hk,cs@zr.hk,,"16/F Rykadan Capital Tower, 135-137 Hoi Bun Road, Kwun Tong, Hong Kong",2026-06-16T04:58:02.879626+00:00,ok
BRF281,Far East Horizon Asset Management Limited,,fehasset@fehorizoncapital.com,,"Room 6706B-08A, International Commerce Centre, No.1 Austin Road West, Kowloon, Hong Kong, Hong Kong",2026-06-16T03:17:31.935142+00:00,ok
BRF415,Zrich Capital Limited,,jasperliem@pingrock.com,,"Suite 1901, 19th Floor,, Chinachem Hollywood Centre,1,3,5,7,9,11 and 13 Hollywood Rd., Central, Hong Kong",2026-06-16T04:58:04.833933+00:00,ok
BRF506,First Quarter Moon Asset Management Limited,,info@firstquartermoon.com,,"Room 117, Units 1101-1102, 11/F, Chuang's Enterprises Building, No.382 Lockhart Road, Wan Chai, Hong Kong",2026-06-16T03:17:34.028259+00:00,ok
BRF519,Mighty Fountain Capital Limited,https://www.mightyfc.com/,info@mightyfc.com,,"Suites 2301-2, 23/F, Prudential Tower, The Gateway, Harbour City, 21 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T03:58:59.410886+00:00,ok
BRF982,LALA INVESTMENT MANAGEMENT LIMITED,,lala-invt-mgt@lalamove.com,,"FLAT/RM 418, 4/F, Innocentre, 72 Tat Chee Avenue, Kowloon Tong, Hong Kong, Hong Kong",2026-06-16T03:51:32.919138+00:00,ok
BRG113,Fintech Investment Group Limited,,andrea@cmcc.vc,,"Suite 3006, 30/F, No. 9 Queen's Road Central, Central, Hong Kong",2026-06-16T03:17:36.138611+00:00,ok
BRG131,Winbull Securities International (Hong Kong) Limited,www.winbull.hk,info@winbull.hk,,"Room 2202-3, 22/F, Jubilee Centre, 18 Fenwick Street, Wan Chai, Hong Kong",2026-06-16T04:52:13.728645+00:00,ok
BRG182,Hendale Capital Limited,www.hendale.com,enquiries@hendale.com,,"Unit 12A 12/F On Hing Building, 1 On Hing Terrace, Central, Hong Kong",2026-06-16T03:34:14.626865+00:00,ok
BRG233,SYNCICAP Asset Management Limited,www.syncicap.com,eric.mimoun@syncicap.com,,"Room 2801, 28/F,, Man Yee Building, 68 Des Voeux Road Central,, Central, Hong Kong",2026-06-16T04:33:46.960357+00:00,ok
BRG363,BaoJia Capital Limited,,invest@baojiacap.com,,"Room 116, Units 1101-1102,, Chuang's Enterprises Building, No.382 Lockhart Road,, Wan Chai, Hong Kong",2026-06-16T02:46:22.542985+00:00,ok
BRG658,Astraria Partners Limited ,,info@astrariapartners.com,,"Unit 1704, 8 Queen's Road, Wan Chai, Hong Kong",2026-06-16T02:37:44.912658+00:00,ok
BRH156,Skydog Ventures Limited ,,,,,2026-06-16T04:33:49.156814+00:00,ok
BRH173,Sunrise Fund (China) Limited,,info@sunrisefund.com.hk,,"Level 22, 28 Hennessy Road, Wan Chai, Hong Kong, Hong Kong",2026-06-16T04:33:51.462915+00:00,ok
BRH248,Bay Area Capital Partners Limited,,vngai@bayareacp.com,,"17/F, Leighton Centre, 77 Leighton Road,, Casueway Bay, Hong Kong, Hong Kong",2026-06-16T02:46:24.540501+00:00,ok
BRH310,Shouhe Limited,,mengziyang@shouchengholdings.com,,"Units 3706-08, 37th Floor, AIA Tower, 183 Electric Road, North Point, Hong Kong",2026-06-16T04:33:53.729171+00:00,ok
BRH667,Jade Tee Capital Limited,,yuji.qi@jadetee.com,,"Unit 4467, Level 44, Champion Tower, No.3 Garden Road, Central, Hong Kong",2026-06-16T03:42:47.343193+00:00,ok
BRH800,Gobi Admiralty Limited,,compliance@gobi.vc,,"Rooms 4209-11, Hopewell Centre, 183 Queen's Road East, Wan Chai, Hong Kong",2026-06-16T03:25:17.457675+00:00,ok
BRH966,GCG Asset Management Limited,,info.am@garycheng.com,,"Unit 1201, 12/F,, Elite Centre, 22 Hung To Road,, Kwun Tong, Kowloon, Hong Kong",2026-06-16T03:25:19.578297+00:00,ok
BRI311,Green Transition Partners Limited,,,,,2026-06-16T03:25:21.677590+00:00,ok
BRI344,Substance Asset Management Limited,,info@substance-capital.com,,"Room 1501, 15/F, 8 Queen's Road East, Wan Chai, Hong Kong",2026-06-16T04:33:55.726238+00:00,ok
BRI450,CDIB Capital International (Hong Kong) Corporation Limited,,ccichk-admin@cdibcapital.com,,"Level 33 & 34, One Pacific Place, 88 Queensway, Admiralty, Hong Kong",2026-06-16T03:00:41.803933+00:00,ok
BRI641,"PristineView Capital Advisers, Limited",www.pristineviewcap.com,tina.wei@pristineviewcap.com,,"Unit 4415, Level 44 Champion Tower, 3 Garden Road, Central, Hong Kong",2026-06-16T04:15:07.401644+00:00,ok
BRI755,Seeds Capital Limited,www.seedscapital.com.hk,info@seedscapital.com.hk,,"Unit 23, 35/F,, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T04:33:57.737522+00:00,ok
BRI780,HC Securities (HK) Limited,www.hc-securities.com,yenphiliphy@hc-securities.com,,"Unit 2302, 23/F., FWD Financial Centre, 308 Des Voeux Road Central, Hong Kong",2026-06-16T03:34:16.753712+00:00,ok
BRI951,Polymer Wealth Management Company Limited,http://www.polymerwm.com,johnny.zuo@polymerwm.com,,"ROOM 7, 17/F, OFFICE PLUS AT SHEUNG WAN, 93-103 WING LOK STREET, SHEUNG WAN, HONGKONG, Hong Kong",2026-06-16T04:15:09.375086+00:00,ok
BRJ303,Ascent Fund Management (HK) Limited,,info@afmhk.com,,"Room 1323, Unit 1318, 13/F, Leighton Centre, 77 Leighton Road, Causeway Bay, Hong Kong",2026-06-16T02:37:47.180818+00:00,ok
BRJ807,Rofllex Capital Limited,,steven.shi@rofllex.com,,"1807, 18/F, Sun House, 90 Connaught Road Central, Sheung Wan Hong Kong, Hong Kong",2026-06-16T04:21:53.631832+00:00,ok
BRJ998,YT Capital Limited,,public@yt-asset.com,,"3529B, 35/F, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong, Hong Kong",2026-06-16T04:56:12.064138+00:00,ok
BRK090,Coronation Capital Limited,https://www.coronation.global/,info@coronation.global,,"Unit 2301, 23/F, Golden Centre, 188 Des Voeux Road Central, Hong Kong",2026-06-16T03:00:43.909644+00:00,ok
BRK148,Hong Kong Top Grade Asset Management Company Limited,,,,,2026-06-16T03:34:18.920548+00:00,ok
BRK187,Alphahill Capital Limited,,compliance@alphahillcapital.com,,"Room 6623, 66/F The Center, 99 Queen's Road Central, Central, Hong Kong",2026-06-16T02:37:49.461217+00:00,ok
BRK450,BLS Capital Limited,www.bls-cap.com,compliance@bls-cap.com,,"Suite 1802-03, 18/F, Tai Tung Building, 8 Fleming Road, Wanchai, Hong Kong",2026-06-16T02:46:26.535124+00:00,ok
